pickup_datetime,dropoff_datetime,trip_distance,passenger_count,payment_amount
20/1/16 7:14,20/1/16 7:23,1.4,1,9.8
20/1/16 7:15,20/1/16 7:26,2.72,1,13.8
20/1/16 7:15,20/1/16 7:28,2,1,11.3
20/1/16 7:15,20/1/16 7:24,2.55,1,12.96
20/1/16 7:16,20/1/16 7:31,3.86,1,18.36
20/1/16 7:16,20/1/16 7:22,1.4,1,9.75
20/1/16 7:16,20/1/16 7:21,0.7,1,7.55
20/1/16 7:17,20/1/16 7:23,1.1,1,8.4
20/1/16 7:17,20/1/16 7:53,18.1,2,57.8
20/1/16 7:17,20/1/16 7:28,3.6,1,15.3
20/1/16 7:18,20/1/16 7:22,0.7,1,5.8
20/1/16 7:18,20/1/16 7:21,0.65,1,5.76
20/1/16 7:18,20/1/16 7:27,2.1,1,12.25
20/1/16 7:19,20/1/16 7:26,0.9,1,9.1
20/1/16 7:19,20/1/16 7:23,1.2,1,7.8
20/1/16 7:19,20/1/16 7:23,0.86,5,5.3
20/1/16 7:19,20/1/16 7:32,2.4,1,12.3
20/1/16 7:20,20/1/16 7:27,0.86,1,7.3
20/1/16 7:20,20/1/16 7:25,0.7,1,7.25
20/1/16 7:21,20/1/16 7:32,1.58,5,11.76
20/1/16 7:21,20/1/16 7:42,7.2,1,24.8
20/1/16 7:21,20/1/16 7:28,1.02,1,7.3
20/1/16 7:22,20/1/16 7:25,0.6,1,6.3
20/1/16 7:22,20/1/16 7:28,1.03,1,9.12
20/1/16 7:22,20/1/16 7:30,1.07,6,9.75
20/1/16 7:22,20/1/16 7:24,0.5,1,4.3
20/1/16 7:23,20/1/16 7:25,0.66,1,6.8
20/1/16 7:23,20/1/16 7:28,0.8,1,5.8
20/1/16 7:23,20/1/16 7:49,5.1,2,25.56
20/1/16 7:24,20/1/16 7:32,1.1,1,8.3
20/1/16 7:24,20/1/16 7:39,3.1,1,13.8
20/1/16 7:24,20/1/16 7:29,1.04,1,6.3
20/1/16 7:25,20/1/16 7:31,1.12,1,8.3
20/1/16 7:25,20/1/16 7:48,4.22,1,18.3
20/1/16 7:25,20/1/16 7:51,4.3,2,25.7
20/1/16 7:26,20/1/16 7:41,1.12,1,13.56
20/1/16 7:26,20/1/16 7:36,1.2,1,8.8
20/1/16 7:26,20/1/16 7:53,4.62,2,24.36
20/1/16 7:27,20/1/16 7:33,1.5,1,9.35
20/1/16 7:27,20/1/16 7:40,2.36,1,11.3
20/1/16 7:27,20/1/16 7:46,3.1,1,19.75
20/1/16 7:28,20/1/16 7:32,0.8,1,6.8
20/1/16 7:28,20/1/16 7:42,1.52,1,10.8
20/1/16 7:28,20/1/16 7:37,2.1,1,11.75
20/1/16 7:29,20/1/16 7:35,0.96,6,7.3
20/1/16 7:29,20/1/16 7:39,1.4,1,9.8
20/1/16 7:29,20/1/16 7:35,1.4,1,8.75
20/1/16 7:30,20/1/16 7:33,1,1,6.3
20/1/16 7:30,20/1/16 7:41,2.46,1,12.8
20/1/16 7:30,20/1/16 7:39,1.9,1,11
20/1/16 7:31,20/1/16 8:13,13,1,42.3
20/1/16 7:31,20/1/16 7:33,0.4,1,5.15
20/1/16 7:31,20/1/16 7:37,0.8,2,7.8
20/1/16 7:31,20/1/16 7:35,0.8,1,6.8
20/1/16 7:32,20/1/16 7:41,1,1,9.35
20/1/16 7:32,20/1/16 7:39,1.1,1,9.36
20/1/16 7:32,20/1/16 8:06,12.45,1,53.21
20/1/16 7:33,20/1/16 7:47,6.2,1,21.8
20/1/16 7:33,20/1/16 7:36,0.6,1,6.8
20/1/16 7:33,20/1/16 8:33,16.5,1,63.36
20/1/16 7:33,20/1/16 7:35,0.37,1,4.3
20/1/16 7:34,20/1/16 7:40,0.88,3,8.16
20/1/16 7:34,20/1/16 7:44,1.8,1,11.75
20/1/16 7:34,20/1/16 7:54,4.1,1,16.8
20/1/16 7:35,20/1/16 7:54,4,1,20.15
20/1/16 7:35,20/1/16 7:53,2.1,2,13.8
20/1/16 7:35,20/1/16 7:47,2.7,1,14.16
20/1/16 7:35,20/1/16 7:49,2.9,1,15.35
20/1/16 7:36,20/1/16 7:47,1.84,1,12.25
20/1/16 7:36,20/1/16 7:42,0.76,1,7.88
20/1/16 7:36,20/1/16 7:58,4.8,1,20.16
20/1/16 7:36,20/1/16 7:48,2.27,5,13.5
20/1/16 7:37,20/1/16 7:48,2.3,1,12.05
20/1/16 7:37,20/1/16 7:41,0.87,1,6.5
20/1/16 7:38,20/1/16 7:43,1.16,1,8.84
20/1/16 7:38,20/1/16 7:50,1.99,1,12.96
20/1/16 7:38,20/1/16 8:18,12.3,1,55.59
20/1/16 7:38,20/1/16 7:56,3.4,1,17.75
20/1/16 7:39,20/1/16 7:45,1.3,1,8.75
20/1/16 7:39,20/1/16 7:43,0.63,6,7.54
20/1/16 7:39,20/1/16 7:49,1.8,1,10.8
20/1/16 7:40,20/1/16 8:05,3.6,1,19.3
20/1/16 7:40,20/1/16 7:54,2.4,1,15.38
20/1/16 7:40,20/1/16 7:46,0.78,1,7.88
20/1/16 7:40,20/1/16 7:58,3,1,19.2
20/1/16 7:41,20/1/16 7:54,2,1,13.55
20/1/16 7:41,20/1/16 8:15,2.98,2,24.8
20/1/16 7:41,20/1/16 8:03,4.55,6,21.96
20/1/16 7:42,20/1/16 8:01,3.68,6,17.3
20/1/16 7:42,20/1/16 7:52,1.5,1,11.6
20/1/16 7:42,20/1/16 7:56,0.91,1,10.3
20/1/16 7:42,20/1/16 7:55,2.8,1,13.8
20/1/16 7:43,20/1/16 8:10,3.97,5,22.77
20/1/16 7:43,20/1/16 7:54,2,1,13.35
20/1/16 7:43,20/1/16 8:38,20.3,1,67.34
20/1/16 7:44,20/1/16 7:53,1.7,1,11.6
20/1/16 7:44,20/1/16 7:52,2,1,10.3
20/1/16 7:44,20/1/16 7:55,2.36,3,10.3
20/1/16 7:44,20/1/16 8:06,1.7,1,17.76
20/1/16 7:45,20/1/16 7:56,1.5,1,11.75
20/1/16 7:45,20/1/16 7:51,1.06,1,9.49
20/1/16 7:45,20/1/16 9:10,19,1,63.34
20/1/16 7:45,20/1/16 7:52,1.26,5,9.12
20/1/16 7:46,20/1/16 7:55,2.5,1,10.8
20/1/16 7:46,20/1/16 7:55,2.45,1,13.5
20/1/16 7:46,20/1/16 7:51,0.93,1,6.3
20/1/16 7:47,20/1/16 7:58,1.6,1,10.9
20/1/16 7:47,20/1/16 7:56,1.2,1,8.8
20/1/16 7:47,20/1/16 7:56,1.57,1,11
20/1/16 7:47,20/1/16 8:11,3.1,1,20.3
20/1/16 7:48,20/1/16 7:57,1.89,1,11.16
20/1/16 7:48,20/1/16 8:04,2.7,1,16.55
20/1/16 7:48,20/1/16 8:08,2.94,5,16.83
20/1/16 7:48,20/1/16 8:12,3.1,1,17.3
20/1/16 7:49,20/1/16 8:07,4.51,2,17.8
20/1/16 7:49,20/1/16 7:55,1.1,2,6.8
20/1/16 7:49,20/1/16 8:46,17.9,1,58.34
20/1/16 7:50,20/1/16 8:06,2.59,1,15.3
20/1/16 7:50,20/1/16 7:51,0.2,1,4.9
20/1/16 7:50,20/1/16 8:00,4.06,1,17.16
20/1/16 7:50,20/1/16 7:55,0.59,2,6.96
20/1/16 7:50,20/1/16 8:04,1.61,1,12.96
20/1/16 7:51,20/1/16 8:00,1.57,1,9.8
20/1/16 7:51,20/1/16 7:51,0,1,3.3
20/1/16 7:51,20/1/16 7:54,0.62,6,6.3
20/1/16 7:52,20/1/16 7:55,0.78,1,6.96
20/1/16 7:52,20/1/16 8:07,6.92,5,28.34
20/1/16 7:52,20/1/16 8:08,2.44,3,16.56
20/1/16 7:52,20/1/16 8:06,1.8,1,13.55
20/1/16 7:53,20/1/16 7:57,0.5,1,5.3
20/1/16 7:53,20/1/16 7:56,0.9,1,5.3
20/1/16 7:53,20/1/16 7:57,0.7,1,6.35
20/1/16 7:54,20/1/16 8:03,3.2,1,13.3
20/1/16 7:54,20/1/16 7:57,0.78,2,6.36
20/1/16 7:54,20/1/16 8:02,0.7,1,7.3
20/1/16 7:54,20/1/16 8:01,0.6,1,6.8
20/1/16 7:55,20/1/16 8:04,1.6,1,9.3
20/1/16 7:55,20/1/16 8:10,3.3,1,13.3
20/1/16 7:55,20/1/16 8:12,2.4,1,14.5
20/1/16 7:55,20/1/16 8:04,1.18,1,9.8
20/1/16 7:56,20/1/16 8:14,5,1,19.3
20/1/16 7:56,20/1/16 8:29,9.15,3,41.34
20/1/16 7:56,20/1/16 8:06,1.2,1,8.8
20/1/16 7:56,20/1/16 8:04,1.11,2,7.8
20/1/16 7:57,20/1/16 8:05,1.49,1,10.56
20/1/16 7:57,20/1/16 7:59,0.78,1,6.89
20/1/16 7:57,20/1/16 8:08,1.1,1,8.8
20/1/16 7:58,20/1/16 8:26,4.2,1,20.8
20/1/16 7:58,20/1/16 8:16,3.01,1,16.3
20/1/16 7:58,20/1/16 8:17,4.3,1,18.3
20/1/16 7:59,20/1/16 8:12,1.53,1,14.16
20/1/16 7:59,20/1/16 8:02,0.3,1,5.3
20/1/16 7:59,20/1/16 8:09,1.4,1,11.6
20/1/16 7:59,20/1/16 8:18,7.29,1,29.16
20/1/16 8:00,20/1/16 8:15,1.8,1,14.76
20/1/16 8:00,20/1/16 8:22,3.45,1,19.56
20/1/16 8:00,20/1/16 8:04,0.5,1,5.3
20/1/16 8:00,20/1/16 8:05,0.7,1,7.85
20/1/16 8:01,20/1/16 8:05,0.6,1,5.8
20/1/16 8:01,20/1/16 8:11,0.69,1,8.8
20/1/16 8:01,20/1/16 8:06,1.2,1,7.8
20/1/16 8:01,20/1/16 8:06,1,1,6.3
20/1/16 8:02,20/1/16 8:15,1.77,1,12.3
20/1/16 8:02,20/1/16 8:10,1.5,1,8.8
20/1/16 8:02,20/1/16 8:15,1.9,1,12.95
20/1/16 8:02,20/1/16 8:25,2.03,6,15.8
20/1/16 8:03,20/1/16 8:08,0.9,1,7.8
20/1/16 8:03,20/1/16 8:23,4.13,5,21.62
20/1/16 8:03,20/1/16 8:09,1.3,2,8.75
20/1/16 8:03,20/1/16 8:36,3.01,6,24.3
20/1/16 8:04,20/1/16 8:23,2.3,2,14.76
20/1/16 8:04,20/1/16 8:13,1.3,2,10.56
20/1/16 8:04,20/1/16 8:10,0.7,1,7.55
20/1/16 8:04,20/1/16 8:17,1.6,1,10.8
20/1/16 8:05,20/1/16 8:15,1.3,2,9.8
20/1/16 8:05,20/1/16 9:18,16.5,1,63.3
20/1/16 8:05,20/1/16 8:10,0.6,1,5.8
20/1/16 8:05,20/1/16 8:19,2.12,2,13.56
20/1/16 8:06,20/1/16 8:18,2.31,1,12.8
20/1/16 8:06,20/1/16 8:10,0.81,1,5.8
20/1/16 8:06,20/1/16 8:27,6.01,5,26.3
20/1/16 8:07,20/1/16 8:18,1.2,1,9.3
20/1/16 8:07,20/1/16 8:19,1.66,1,12.36
20/1/16 8:07,20/1/16 8:16,1.5,1,9.95
20/1/16 8:07,20/1/16 8:31,3.7,1,21.95
20/1/16 8:08,20/1/16 8:12,1.03,3,7.88
20/1/16 8:08,20/1/16 8:20,0.86,1,11.16
20/1/16 8:08,20/1/16 8:15,1,1,8.5
20/1/16 8:09,20/1/16 8:12,0.73,1,5.3
20/1/16 8:09,20/1/16 8:20,1.32,1,9.8
20/1/16 8:09,20/1/16 8:20,0.8,2,9.3
20/1/16 8:09,20/1/16 8:24,1.61,5,13.56
20/1/16 8:09,20/1/16 8:31,1.5,1,16.8
20/1/16 8:10,20/1/16 8:29,2.48,1,17.3
20/1/16 8:10,20/1/16 8:27,2,1,14.72
20/1/16 8:10,20/1/16 8:25,2.71,1,16.56
20/1/16 8:10,20/1/16 8:14,0.6,2,6.35
20/1/16 8:11,20/1/16 8:20,1.1,1,11
20/1/16 8:11,20/1/16 8:45,7.3,1,34.55
20/1/16 8:11,20/1/16 8:22,1.1,1,11.15
20/1/16 8:11,20/1/16 8:30,2.41,1,16.3
20/1/16 8:12,20/1/16 8:36,5,1,24.95
20/1/16 8:12,20/1/16 8:15,0.6,2,5.75
20/1/16 8:12,20/1/16 8:21,2,1,11.75
20/1/16 8:12,20/1/16 8:27,2,1,13.3
20/1/16 8:13,20/1/16 8:31,2.8,1,19.75
20/1/16 8:13,20/1/16 8:26,1.87,3,10.8
20/1/16 8:13,20/1/16 8:36,3.5,2,20
20/1/16 8:14,20/1/16 8:19,1,2,7.9
20/1/16 8:14,20/1/16 9:11,7.52,1,42.8
20/1/16 8:14,20/1/16 8:31,2.3,1,15.35
20/1/16 8:14,20/1/16 8:20,0.8,2,8.15
20/1/16 8:15,20/1/16 8:16,0.2,1,3.8
20/1/16 8:15,20/1/16 8:21,2.56,1,12.36
20/1/16 8:15,20/1/16 8:36,3.07,1,17.3
20/1/16 8:15,20/1/16 8:57,3.62,1,32.25
20/1/16 8:16,20/1/16 8:30,1.64,1,11.3
20/1/16 8:16,20/1/16 9:08,13.6,1,59.3
20/1/16 8:16,20/1/16 8:20,0.7,1,6.95
20/1/16 8:17,20/1/16 8:35,2.86,5,14.3
20/1/16 8:17,20/1/16 8:41,4.5,1,24.35
20/1/16 8:17,20/1/16 8:37,3.9,1,23.1
20/1/16 8:17,20/1/16 8:30,1.5,1,10.3
20/1/16 8:17,20/1/16 8:25,0.98,6,7.8
20/1/16 8:18,20/1/16 8:24,1,1,8.75
20/1/16 8:18,20/1/16 8:29,1,1,10.55
20/1/16 8:18,20/1/16 8:31,0.7,1,11.75
20/1/16 8:19,20/1/16 8:31,2.2,1,12.95
20/1/16 8:19,20/1/16 8:55,7.04,2,34.84
20/1/16 8:19,20/1/16 8:27,0.4,1,8.16
20/1/16 8:19,20/1/16 8:31,0.4,1,8.8
20/1/16 8:20,20/1/16 8:40,6.6,1,27.25
20/1/16 8:20,20/1/16 8:29,1.55,5,8.8
20/1/16 8:20,20/1/16 8:32,1,1,11.15
20/1/16 8:20,20/1/16 9:25,10.74,1,45.96
20/1/16 8:21,20/1/16 8:35,1.24,1,14.04
20/1/16 8:21,20/1/16 8:32,0.72,1,10.56
20/1/16 8:21,20/1/16 8:30,1.97,1,11.76
20/1/16 8:21,20/1/16 8:56,8.32,2,32.8
20/1/16 8:22,20/1/16 8:35,2.1,1,12.9
20/1/16 8:22,20/1/16 8:26,0.99,1,7.56
20/1/16 8:22,20/1/16 8:40,1.51,1,16
20/1/16 8:23,20/1/16 8:38,1.6,2,13.57
20/1/16 8:23,20/1/16 8:37,1.28,2,14.12
20/1/16 8:23,20/1/16 8:44,2.4,1,18.35
20/1/16 8:23,20/1/16 9:00,8.87,1,30.8
20/1/16 8:24,20/1/16 8:35,1.9,1,10.8
20/1/16 8:24,20/1/16 9:16,9.8,2,55.59
20/1/16 8:24,20/1/16 8:32,1,1,9.35
20/1/16 8:24,20/1/16 8:47,2.76,6,18.96
20/1/16 8:25,20/1/16 8:29,0.53,5,6.36
20/1/16 8:25,20/1/16 8:45,2.12,1,17.16
20/1/16 8:25,20/1/16 8:35,1.1,1,9.95
20/1/16 8:26,20/1/16 8:54,3.16,1,19.3
20/1/16 8:26,20/1/16 8:33,0.8,1,9.1
20/1/16 8:26,20/1/16 8:42,2.3,2,14.3
20/1/16 8:26,20/1/16 8:36,1.04,6,8.8
20/1/16 8:27,20/1/16 8:33,0.9,1,8.5
20/1/16 8:27,20/1/16 8:36,1.6,1,9.3
20/1/16 8:27,20/1/16 8:38,2.23,4,11.8
20/1/16 8:27,20/1/16 8:52,2.37,1,20.38
20/1/16 8:28,20/1/16 8:34,0.9,1,7.8
20/1/16 8:28,20/1/16 8:30,0.32,1,4.3
20/1/16 8:28,20/1/16 8:33,0.7,1,7.3
20/1/16 8:28,20/1/16 9:04,4.2,1,23.8
20/1/16 8:29,20/1/16 8:34,0.53,2,7.25
20/1/16 8:29,20/1/16 8:40,0.7,2,10.55
20/1/16 8:29,20/1/16 8:45,1.8,1,13.8
20/1/16 8:30,20/1/16 8:51,2.7,1,18.36
20/1/16 8:30,20/1/16 8:47,3.3,1,14.8
20/1/16 8:30,20/1/16 8:45,2.08,1,14.76
20/1/16 8:30,20/1/16 8:33,0.3,1,5.38
20/1/16 8:31,20/1/16 8:59,10.88,1,51.14
20/1/16 8:31,20/1/16 9:02,4.7,1,26.75
20/1/16 8:31,20/1/16 8:36,1,1,7.55
20/1/16 8:31,20/1/16 8:45,2,1,13.56
20/1/16 8:32,20/1/16 8:40,1.74,1,10.56
20/1/16 8:32,20/1/16 8:50,2.3,1,16.55
20/1/16 8:32,20/1/16 8:42,1.8,1,12.7
20/1/16 8:32,20/1/16 8:39,0.79,6,8.16
20/1/16 8:33,20/1/16 9:06,3.4,1,23.3
20/1/16 8:33,20/1/16 8:47,1.9,1,14.75
20/1/16 8:33,20/1/16 9:12,16.8,1,69.99
20/1/16 8:34,20/1/16 8:39,0.92,1,6.3
20/1/16 8:34,20/1/16 8:54,3.34,1,19.3
20/1/16 8:34,20/1/16 8:52,2.2,1,13.3
20/1/16 8:34,20/1/16 8:51,2.9,1,15.95
20/1/16 8:35,20/1/16 8:41,1,1,8.16
20/1/16 8:35,20/1/16 8:41,0.81,2,7.56
20/1/16 8:35,20/1/16 8:55,2.1,1,15.3
20/1/16 8:35,20/1/16 8:43,1.1,1,8.3
20/1/16 8:36,20/1/16 9:37,18.3,1,67.3
20/1/16 8:36,20/1/16 9:05,7.94,1,29.8
20/1/16 8:36,20/1/16 8:49,1.1,1,10.3
20/1/16 8:36,20/1/16 9:20,9.33,1,50.81
20/1/16 8:37,20/1/16 8:40,0.6,1,6.3
20/1/16 8:37,20/1/16 8:50,1.5,1,11.75
20/1/16 8:37,20/1/16 8:53,2.1,1,13.8
20/1/16 8:37,20/1/16 9:01,1.3,1,19.75
20/1/16 8:38,20/1/16 9:16,9.6,1,52.44
20/1/16 8:38,20/1/16 8:57,2.2,1,17.15
20/1/16 8:38,20/1/16 8:49,1.07,1,11.16
20/1/16 8:38,20/1/16 9:04,8.21,2,28.3
20/1/16 8:39,20/1/16 8:49,1.01,1,10.56
20/1/16 8:39,20/1/16 9:07,8,1,27.3
20/1/16 8:39,20/1/16 8:55,2.68,2,13.3
20/1/16 8:39,20/1/16 8:43,0.6,1,6.35
20/1/16 8:40,20/1/16 8:47,1.4,1,9.95
20/1/16 8:40,20/1/16 8:56,1.08,1,12.3
20/1/16 8:40,20/1/16 8:55,1.77,1,13.56
20/1/16 8:40,20/1/16 8:49,1.3,4,9.95
20/1/16 8:41,20/1/16 9:12,3.8,1,23
20/1/16 8:41,20/1/16 9:20,8.1,1,40.3
20/1/16 8:41,20/1/16 8:49,1.1,1,8.3
20/1/16 8:42,20/1/16 8:50,1,1,9.8
20/1/16 8:42,20/1/16 8:51,1.8,1,11.6
20/1/16 8:42,20/1/16 8:59,2,1,13.3
20/1/16 8:42,20/1/16 8:58,2.6,1,15.95
20/1/16 8:43,20/1/16 8:52,1.04,4,9.96
20/1/16 8:43,20/1/16 8:47,0.7,1,6.3
20/1/16 8:43,20/1/16 9:11,11.01,1,48.41
20/1/16 8:43,20/1/16 8:48,0.68,1,5.8
20/1/16 8:44,20/1/16 8:49,0.4,2,6.95
20/1/16 8:44,20/1/16 8:49,0.7,1,6.3
20/1/16 8:44,20/1/16 8:49,0.8,2,5.8
20/1/16 8:44,20/1/16 9:11,2.52,1,21.36
20/1/16 8:45,20/1/16 8:56,0.9,1,10.3
20/1/16 8:45,20/1/16 8:57,1.6,1,12.35
20/1/16 8:45,20/1/16 9:26,3.86,1,30.96
20/1/16 8:45,20/1/16 8:49,0.4,1,5.3
20/1/16 8:46,20/1/16 8:51,0.74,1,7.56
20/1/16 8:46,20/1/16 9:07,2.48,1,18.36
20/1/16 8:46,20/1/16 8:53,1.29,1,9.36
20/1/16 8:46,20/1/16 9:08,2.92,2,15.8
20/1/16 8:47,20/1/16 8:55,0.3,1,4.8
20/1/16 8:47,20/1/16 9:00,2.1,1,11.8
20/1/16 8:47,20/1/16 8:52,0.6,2,6.95
20/1/16 8:47,20/1/16 9:04,1.4,1,14.8
20/1/16 8:48,20/1/16 8:55,0.82,1,8.16
20/1/16 8:48,20/1/16 9:12,3.7,1,21.8
20/1/16 8:48,20/1/16 8:54,0.68,5,6.8
20/1/16 8:49,20/1/16 9:05,1.7,1,14.76
20/1/16 8:49,20/1/16 9:08,2.3,1,19.8
20/1/16 8:49,20/1/16 9:01,1.2,1,9.8
20/1/16 8:49,20/1/16 9:08,1.46,1,13.8
20/1/16 8:50,20/1/16 9:35,15.97,1,56.84
20/1/16 8:50,20/1/16 8:54,0.82,1,7.52
20/1/16 8:50,20/1/16 8:56,0.8,1,8.15
20/1/16 8:51,20/1/16 9:15,1.8,2,15.8
20/1/16 8:51,20/1/16 9:00,0.9,1,10.75
20/1/16 8:51,20/1/16 8:57,0.62,2,7.56
20/1/16 8:51,20/1/16 9:05,1.84,1,12.96
20/1/16 8:52,20/1/16 8:59,1.13,1,10.8
20/1/16 8:52,20/1/16 9:03,1.8,1,12.35
20/1/16 8:52,20/1/16 9:02,0.9,1,8.55
20/1/16 8:52,20/1/16 9:00,1,1,9.1
20/1/16 8:53,20/1/16 9:06,2.5,2,14.16
20/1/16 8:53,20/1/16 9:10,1.11,2,13.3
20/1/16 8:53,20/1/16 8:58,0.7,1,7.55
20/1/16 8:53,20/1/16 9:07,1.68,2,13.56
20/1/16 8:54,20/1/16 8:59,1,1,7.8
20/1/16 8:54,20/1/16 9:09,1.2,1,13.56
20/1/16 8:54,20/1/16 8:57,0.95,5,5.8
20/1/16 8:54,20/1/16 8:59,1.13,1,7
20/1/16 8:55,20/1/16 9:07,1.88,1,13.39
20/1/16 8:55,20/1/16 9:01,0.9,1,8.15
20/1/16 8:55,20/1/16 9:09,1.6,1,13.55
20/1/16 8:55,20/1/16 9:14,2.37,1,15.8
20/1/16 8:56,20/1/16 9:04,1.03,1,9.36
20/1/16 8:56,20/1/16 9:00,0.6,1,5.3
20/1/16 8:56,20/1/16 9:05,0.96,1,9.36
20/1/16 8:57,20/1/16 9:02,0.71,1,6.96
20/1/16 8:57,20/1/16 9:07,1.26,6,9.8
20/1/16 8:57,20/1/16 9:24,19.88,5,70.01
20/1/16 8:58,20/1/16 9:18,2.43,2,17.3
20/1/16 8:58,20/1/16 9:12,2.4,1,12.8
20/1/16 8:58,20/1/16 9:35,6.68,1,28.3
20/1/16 8:58,20/1/16 9:19,2.35,1,14.8
20/1/16 8:59,20/1/16 9:06,1.22,2,8.8
20/1/16 8:59,20/1/16 9:10,1.01,5,10.8
20/1/16 8:59,20/1/16 9:16,1.49,2,14.3
20/1/16 8:59,20/1/16 9:13,1.6,1,12.95
20/1/16 9:00,20/1/16 9:21,7.73,4,26.8
20/1/16 9:00,20/1/16 9:06,0.9,1,6.3
20/1/16 9:00,20/1/16 9:15,4.8,1,20.47
20/1/16 9:01,20/1/16 9:10,1.71,1,9.3
20/1/16 9:01,20/1/16 9:07,0.82,1,6.8
20/1/16 9:01,20/1/16 9:16,2.65,1,15
20/1/16 9:01,20/1/16 9:23,1.59,1,17.76
20/1/16 9:02,20/1/16 9:26,10,1,45.34
20/1/16 9:02,20/1/16 9:17,2.3,1,16
20/1/16 9:02,20/1/16 9:14,4.57,5,19
20/1/16 9:02,20/1/16 9:06,0.5,1,6.35
20/1/16 9:03,20/1/16 9:54,12,1,48.34
20/1/16 9:03,20/1/16 9:11,1.2,1,7.8
20/1/16 9:03,20/1/16 9:22,1.3,1,13.3
20/1/16 9:03,20/1/16 9:16,1.64,1,10.3
20/1/16 9:04,20/1/16 9:23,5.78,1,24.96
20/1/16 9:04,20/1/16 9:18,1.77,1,10.8
20/1/16 9:04,20/1/16 9:11,0.94,5,8.76
20/1/16 9:05,20/1/16 9:15,1.03,1,8.3
20/1/16 9:05,20/1/16 9:15,1.3,1,10.55
20/1/16 9:05,20/1/16 9:17,1.3,1,9.8
20/1/16 9:05,20/1/16 9:23,1.63,3,15.36
20/1/16 9:06,20/1/16 9:18,1.2,1,12.25
20/1/16 9:06,20/1/16 9:16,1.91,2,9.8
20/1/16 9:06,20/1/16 9:16,2.3,1,11.8
20/1/16 9:07,20/1/16 9:31,3.2,1,21.35
20/1/16 9:07,20/1/16 9:23,2.4,1,14.8
20/1/16 9:07,20/1/16 9:14,1.3,1,7.8
20/1/16 9:07,20/1/16 9:22,2.22,1,14.3
20/1/16 9:07,20/1/16 9:13,1.01,5,6.8
20/1/16 9:08,20/1/16 9:12,0.5,2,6.89
20/1/16 9:08,20/1/16 9:30,2.44,6,17.8
20/1/16 9:08,20/1/16 9:25,4.09,5,16.8
20/1/16 9:09,20/1/16 9:21,1.3,1,11.27
20/1/16 9:09,20/1/16 9:13,1.08,1,6.3
20/1/16 9:09,20/1/16 9:13,0.4,1,6.35
20/1/16 9:09,20/1/16 9:34,2.3,1,20.15
20/1/16 9:10,20/1/16 9:22,1.04,1,11.76
20/1/16 9:10,20/1/16 9:27,4.07,5,18.3
20/1/16 9:10,20/1/16 9:16,0.79,1,6.3
20/1/16 9:11,20/1/16 9:30,1.9,1,13.8
20/1/16 9:11,20/1/16 9:18,1.5,6,9.96
20/1/16 9:11,20/1/16 9:29,1.67,6,15
20/1/16 9:11,20/1/16 9:25,2.9,2,15.3
20/1/16 9:12,20/1/16 9:17,0.99,1,7.56
20/1/16 9:12,20/1/16 9:33,3.7,1,19.3
20/1/16 9:12,20/1/16 9:18,0.84,2,6.3
20/1/16 9:13,20/1/16 9:22,0.97,1,7.8
20/1/16 9:13,20/1/16 9:23,1.59,1,8.8
20/1/16 9:13,20/1/16 9:37,2.74,5,20.76
20/1/16 9:13,20/1/16 9:39,11.9,1,34.8
20/1/16 9:14,20/1/16 9:28,2.57,1,12.8
20/1/16 9:14,20/1/16 9:32,1.62,3,13.3
20/1/16 9:14,20/1/16 9:36,4.59,1,23.16
20/1/16 9:14,20/1/16 9:29,1.4,1,12.95
20/1/16 9:15,20/1/16 9:24,1.25,1,9.96
20/1/16 9:15,20/1/16 9:21,1.16,5,7.82
20/1/16 9:15,20/1/16 9:25,1.1,1,11
20/1/16 9:16,20/1/16 9:25,1.98,1,10.8
20/1/16 9:16,20/1/16 9:23,0.9,1,9.45
20/1/16 9:16,20/1/16 9:23,0.9,2,8.76
20/1/16 9:16,20/1/16 9:28,1.7,1,12.95
20/1/16 9:17,20/1/16 9:30,1.1,1,11.85
20/1/16 9:17,20/1/16 9:21,0.62,1,6.96
20/1/16 9:17,20/1/16 9:32,2.9,1,16.63
20/1/16 9:17,20/1/16 9:24,0.95,1,8.16
20/1/16 9:18,20/1/16 9:50,10.2,1,37.84
20/1/16 9:18,20/1/16 9:33,1.9,1,14.8
20/1/16 9:18,20/1/16 9:26,1,1,7.3
20/1/16 9:19,20/1/16 9:22,0.5,1,5.3
20/1/16 9:19,20/1/16 9:31,1.7,1,12.35
20/1/16 9:19,20/1/16 9:36,1.05,1,14.16
20/1/16 9:19,20/1/16 9:29,1.16,1,10.56
20/1/16 9:20,20/1/16 9:23,0.92,2,7.25
20/1/16 9:20,20/1/16 9:37,2.4,1,15.95
20/1/16 9:20,20/1/16 9:35,1.1,1,12.3
20/1/16 9:21,20/1/16 9:50,8.1,1,39.99
20/1/16 9:21,20/1/16 9:36,3.98,1,18.96
20/1/16 9:21,20/1/16 9:42,3.06,1,19.56
20/1/16 9:21,20/1/16 9:23,0.6,1,5.8
20/1/16 9:22,20/1/16 9:34,1.46,1,11
20/1/16 9:22,20/1/16 9:27,0.76,1,6.96
20/1/16 9:22,20/1/16 9:30,0.59,6,8.55
20/1/16 9:23,20/1/16 10:08,17.45,1,70.01
20/1/16 9:23,20/1/16 9:36,2.55,1,13.8
20/1/16 9:23,20/1/16 9:28,1.7,1,7.3
