pickup_datetime,dropoff_datetime,trip_distance,passenger_count,payment_amount
9/1/16 3:31,9/1/16 3:35,0.8,1,6.3
9/1/16 3:32,9/1/16 3:40,1.6,4,11.15
9/1/16 3:32,9/1/16 3:46,5.47,1,24.84
9/1/16 3:33,9/1/16 3:37,0.7,1,7.55
9/1/16 3:34,9/1/16 3:56,10.52,1,38.16
9/1/16 3:34,9/1/16 3:45,2.63,3,14.16
9/1/16 3:35,9/1/16 3:54,4.33,4,24.44
9/1/16 3:35,9/1/16 3:42,0.9,2,9.35
9/1/16 3:36,9/1/16 3:49,3.48,3,17.76
9/1/16 3:37,9/1/16 3:52,2.6,1,16.55
9/1/16 3:37,9/1/16 3:45,3,1,12.8
9/1/16 3:37,9/1/16 3:48,3,1,14.75
9/1/16 3:38,9/1/16 4:08,5,2,26.3
9/1/16 3:39,9/1/16 4:00,7.5,1,25.8
9/1/16 3:39,9/1/16 3:44,0.13,1,6.96
9/1/16 3:40,9/1/16 3:52,3.1,1,15.52
9/1/16 3:40,9/1/16 3:54,3.9,1,15.3
9/1/16 3:41,9/1/16 4:08,9.6,1,31.8
9/1/16 3:41,9/1/16 3:48,1.1,1,7.8
9/1/16 3:42,9/1/16 3:50,2.44,6,12.96
9/1/16 3:42,9/1/16 3:52,1.4,1,11.15
9/1/16 3:43,9/1/16 3:47,0.5,1,7.8
9/1/16 3:44,9/1/16 3:49,0.8,1,6.8
9/1/16 3:44,9/1/16 4:02,6,1,23.8
9/1/16 3:45,9/1/16 3:52,2.03,2,10.8
9/1/16 3:45,9/1/16 3:51,0.84,1,8.76
9/1/16 3:46,9/1/16 3:52,1.05,1,8.97
9/1/16 3:47,9/1/16 4:09,6.13,1,22.3
9/1/16 3:47,9/1/16 4:16,6.8,2,31.56
9/1/16 3:49,9/1/16 3:58,1.75,1,9.8
9/1/16 3:49,9/1/16 3:55,1.15,1,9.36
9/1/16 3:49,9/1/16 3:58,1.7,1,9.8
9/1/16 3:50,9/1/16 4:00,3.1,1,12.8
9/1/16 3:51,9/1/16 4:02,3.08,1,12.8
9/1/16 3:51,9/1/16 4:19,8.28,6,31.8
9/1/16 3:52,9/1/16 3:58,1.6,1,8.3
9/1/16 3:52,9/1/16 4:12,5.2,1,23.75
9/1/16 3:53,9/1/16 4:15,9.22,1,30.3
9/1/16 3:53,9/1/16 4:00,1.6,1,8.8
9/1/16 3:54,9/1/16 4:12,8.63,1,26.8
9/1/16 3:55,9/1/16 4:05,3.9,1,63.35
9/1/16 3:55,9/1/16 4:04,1.9,1,10.8
9/1/16 3:56,9/1/16 4:16,4.5,1,18.8
9/1/16 3:57,9/1/16 3:58,0.17,5,4.3
9/1/16 3:57,9/1/16 4:01,0.7,1,7.55
9/1/16 3:58,9/1/16 4:14,5,1,18.3
9/1/16 3:58,9/1/16 4:08,1.61,1,9.8
9/1/16 3:59,9/1/16 4:19,4.8,1,19.3
9/1/16 4:00,9/1/16 4:10,4.2,1,15.3
9/1/16 4:00,9/1/16 4:06,1.6,1,8.8
9/1/16 4:01,9/1/16 4:24,6.6,1,28.56
9/1/16 4:02,9/1/16 4:06,0.9,1,8.15
9/1/16 4:02,9/1/16 4:05,1.4,1,8.75
9/1/16 4:03,9/1/16 4:08,0.9,1,8.15
9/1/16 4:03,9/1/16 4:03,0.01,6,3.8
9/1/16 4:04,9/1/16 4:18,3.9,1,18.35
9/1/16 4:04,9/1/16 4:30,12.81,1,45.96
9/1/16 4:05,9/1/16 4:16,2.77,1,14.3
9/1/16 4:06,9/1/16 4:10,1.47,1,7.3
9/1/16 4:06,9/1/16 4:15,2.5,1,12.95
9/1/16 4:07,9/1/16 4:29,5.9,1,22.3
9/1/16 4:07,9/1/16 4:26,4.53,1,18.3
9/1/16 4:08,9/1/16 4:36,12.1,1,36.8
9/1/16 4:09,9/1/16 4:13,0.73,1,7.88
9/1/16 4:09,9/1/16 4:11,0.2,1,4.8
9/1/16 4:10,9/1/16 4:21,5,1,21.35
9/1/16 4:11,9/1/16 4:22,3.37,1,16.56
9/1/16 4:11,9/1/16 4:24,2.43,4,10.8
9/1/16 4:12,9/1/16 4:20,1.5,1,10.3
9/1/16 4:13,9/1/16 4:20,1.11,1,9.96
9/1/16 4:13,9/1/16 4:14,0.2,1,4.3
9/1/16 4:14,9/1/16 4:18,0.71,6,6.8
9/1/16 4:15,9/1/16 4:45,18.01,1,57.3
9/1/16 4:15,9/1/16 4:51,10.61,2,40.8
9/1/16 4:16,9/1/16 4:24,3.32,4,15.38
9/1/16 4:17,9/1/16 4:33,4.4,1,20.75
9/1/16 4:18,9/1/16 4:27,2.43,1,10.8
9/1/16 4:19,9/1/16 4:24,1.2,1,7.3
9/1/16 4:19,9/1/16 4:27,1.62,2,12.09
9/1/16 4:20,9/1/16 4:31,1.6,1,12.35
9/1/16 4:21,9/1/16 4:28,2.09,1,9.8
9/1/16 4:22,9/1/16 4:36,4.51,6,16.8
9/1/16 4:23,9/1/16 4:35,2.62,1,14.76
9/1/16 4:24,9/1/16 4:37,4.1,1,18.95
9/1/16 4:25,9/1/16 4:36,3,1,13.8
9/1/16 4:25,9/1/16 4:36,2.71,1,12.3
9/1/16 4:26,9/1/16 4:50,16.8,1,60.34
9/1/16 4:27,9/1/16 4:39,3.24,2,15.3
9/1/16 4:28,9/1/16 4:40,2.2,1,11.3
9/1/16 4:29,9/1/16 4:42,2.2,2,14.16
9/1/16 4:30,9/1/16 4:50,10.5,3,34.3
9/1/16 4:31,9/1/16 4:34,0.8,1,7.55
9/1/16 4:32,9/1/16 4:37,0.9,4,6.8
9/1/16 4:33,9/1/16 4:36,0.9,1,7.55
9/1/16 4:34,9/1/16 4:44,2.8,1,13.8
9/1/16 4:35,9/1/16 4:46,3.29,1,14.8
9/1/16 4:36,9/1/16 4:40,0.7,1,7.87
9/1/16 4:37,9/1/16 5:22,15.45,1,46.3
9/1/16 4:38,9/1/16 4:57,4.77,1,22.56
9/1/16 4:39,9/1/16 4:55,2.65,1,14.3
9/1/16 4:40,9/1/16 4:50,2.1,2,10.8
9/1/16 4:41,9/1/16 4:57,5.7,3,20.3
9/1/16 4:43,9/1/16 4:44,0.5,2,4.8
9/1/16 4:44,9/1/16 4:47,0.59,1,6.96
9/1/16 4:44,9/1/16 4:49,1.29,4,7.3
9/1/16 4:46,9/1/16 4:57,3.77,1,17.16
9/1/16 4:48,9/1/16 4:54,2.27,1,10.8
9/1/16 4:48,9/1/16 4:53,0.98,1,6.8
9/1/16 4:50,9/1/16 4:56,1.22,2,7.3
9/1/16 4:51,9/1/16 5:12,16.2,1,46.8
9/1/16 4:53,9/1/16 5:28,9.4,2,39.95
9/1/16 4:54,9/1/16 5:46,11.52,2,80.3
9/1/16 4:56,9/1/16 5:08,2.04,2,14.12
9/1/16 4:58,9/1/16 5:24,7.52,1,34.19
9/1/16 4:58,9/1/16 5:11,3.58,1,18.36
9/1/16 5:00,9/1/16 5:06,0.76,2,6.8
9/1/16 5:02,9/1/16 5:18,5.6,1,18.8
9/1/16 5:04,9/1/16 5:09,0.82,6,8.16
9/1/16 5:06,9/1/16 5:15,2.34,1,10.3
9/1/16 5:07,9/1/16 5:22,5.04,1,22.56
9/1/16 5:09,9/1/16 5:20,2.78,1,13.4
9/1/16 5:10,9/1/16 5:20,3.1,1,14.8
9/1/16 5:11,9/1/16 5:19,2.17,1,10.3
9/1/16 5:13,9/1/16 5:16,0.82,2,5.8
9/1/16 5:16,9/1/16 5:24,3.28,1,12.3
9/1/16 5:16,9/1/16 5:28,5.5,1,19.8
9/1/16 5:20,9/1/16 5:36,5.7,2,22.3
9/1/16 5:20,9/1/16 5:28,0.68,6,7.8
9/1/16 5:23,9/1/16 5:37,4.3,1,16.3
9/1/16 5:24,9/1/16 5:53,7,1,26.3
9/1/16 5:27,9/1/16 5:55,18.6,5,52.8
9/1/16 5:27,9/1/16 5:35,3.4,1,14.75
9/1/16 5:30,9/1/16 5:36,1.5,2,8.3
9/1/16 5:32,9/1/16 5:32,0,1,55.3
9/1/16 5:35,9/1/16 5:42,1.11,6,7.8
9/1/16 5:36,9/1/16 5:53,4.2,2,18.8
9/1/16 5:39,9/1/16 5:41,0.59,1,7.3
9/1/16 5:41,9/1/16 5:49,1.8,1,9.8
9/1/16 5:43,9/1/16 6:10,16.4,1,52.8
9/1/16 5:43,9/1/16 5:46,0.8,1,6.8
9/1/16 5:47,9/1/16 6:10,7.39,5,32.89
9/1/16 5:49,9/1/16 5:52,0.7,1,5.8
9/1/16 5:51,9/1/16 6:18,19.1,1,69.99
9/1/16 5:52,9/1/16 5:58,1.4,1,7.8
9/1/16 5:55,9/1/16 6:00,1.16,1,8.76
9/1/16 5:58,9/1/16 6:03,1.8,1,9.35
9/1/16 5:58,9/1/16 6:17,8.23,1,26.3
9/1/16 6:00,9/1/16 6:11,3,1,14.75
9/1/16 6:02,9/1/16 6:31,20,3,58.34
9/1/16 6:04,9/1/16 6:41,21.2,1,68.3
9/1/16 6:07,9/1/16 6:11,1.5,1,7.3
9/1/16 6:08,9/1/16 6:15,1.4,2,7.8
9/1/16 6:10,9/1/16 6:12,0.5,1,4.8
9/1/16 6:11,9/1/16 6:19,2.9,1,10.8
9/1/16 6:12,9/1/16 6:18,1.63,1,7.8
9/1/16 6:14,9/1/16 6:31,3.7,1,18.36
9/1/16 6:16,9/1/16 6:43,8.03,5,26.8
9/1/16 6:18,9/1/16 6:27,2.5,1,10.8
9/1/16 6:19,9/1/16 6:56,23.67,1,70.88
9/1/16 6:20,9/1/16 6:54,17.36,5,115.8
9/1/16 6:23,9/1/16 6:30,1.83,1,8.8
9/1/16 6:23,9/1/16 6:44,10.9,1,38.15
9/1/16 6:26,9/1/16 6:38,7.87,6,26.3
9/1/16 6:27,9/1/16 6:31,0.9,2,5.8
9/1/16 6:28,9/1/16 6:28,0,1,3.3
9/1/16 6:30,9/1/16 6:37,2.05,1,11.16
9/1/16 6:32,9/1/16 6:48,3.71,1,18.96
9/1/16 6:33,9/1/16 6:37,1.3,1,6.8
9/1/16 6:34,9/1/16 6:38,1.2,1,6.3
9/1/16 6:36,9/1/16 6:49,4,3,19.84
9/1/16 6:37,9/1/16 6:38,0,1,46.8
9/1/16 6:39,9/1/16 6:49,3.3,1,12.8
9/1/16 6:40,9/1/16 6:47,2,1,8.8
9/1/16 6:42,9/1/16 6:49,2.67,1,12.36
9/1/16 6:43,9/1/16 6:48,1.64,1,7.8
9/1/16 6:44,9/1/16 6:44,0,1,3.3
9/1/16 6:45,9/1/16 6:50,1.1,1,8.84
9/1/16 6:47,9/1/16 6:54,1.4,1,8.3
9/1/16 6:48,9/1/16 6:53,1.9,1,9.3
9/1/16 6:49,9/1/16 6:56,2.3,1,11.8
9/1/16 6:50,9/1/16 6:55,1.1,2,6.8
9/1/16 6:51,9/1/16 6:57,1.64,1,9.36
9/1/16 6:53,9/1/16 7:41,18.2,1,52.8
9/1/16 6:54,9/1/16 7:23,9.73,3,38.16
9/1/16 6:56,9/1/16 7:01,0.7,1,6.3
9/1/16 6:57,9/1/16 7:10,2.95,6,15.96
9/1/16 6:58,9/1/16 7:12,10.8,1,41.84
9/1/16 6:59,9/1/16 7:10,3.33,2,14.3
9/1/16 7:00,9/1/16 7:44,11.3,1,43.3
9/1/16 7:00,9/1/16 7:03,1.3,1,7.55
9/1/16 7:02,9/1/16 7:07,0.92,1,6.3
9/1/16 7:03,9/1/16 7:14,2.2,1,14
9/1/16 7:04,9/1/16 7:15,3.59,1,14.5
9/1/16 7:06,9/1/16 7:25,5.5,1,20.3
9/1/16 7:06,9/1/16 7:15,3,3,10.8
9/1/16 7:08,9/1/16 7:27,8.66,1,32.76
9/1/16 7:09,9/1/16 7:16,1.46,1,8.3
9/1/16 7:11,9/1/16 7:28,3.82,2,18.96
9/1/16 7:12,9/1/16 7:40,17.89,1,70.01
9/1/16 7:13,9/1/16 7:16,0.5,1,5.3
9/1/16 7:13,9/1/16 7:18,1.25,5,8.16
9/1/16 7:15,9/1/16 7:25,2.57,5,13.56
9/1/16 7:16,9/1/16 7:18,0.4,1,4.3
9/1/16 7:17,9/1/16 7:25,1.66,5,8.8
9/1/16 7:18,9/1/16 7:29,4.1,1,17
9/1/16 7:20,9/1/16 7:30,3.27,4,15.36
9/1/16 7:20,9/1/16 7:24,0.9,1,5.8
9/1/16 7:21,9/1/16 7:26,1.1,1,8.15
9/1/16 7:22,9/1/16 7:41,5.5,1,23.15
9/1/16 7:24,9/1/16 7:33,4.05,5,15.3
9/1/16 7:25,9/1/16 7:43,5.26,2,24.12
9/1/16 7:26,9/1/16 7:28,0.3,1,4.3
9/1/16 7:27,9/1/16 7:28,0.65,6,5.76
9/1/16 7:28,9/1/16 7:35,1.82,1,9.96
9/1/16 7:29,9/1/16 7:34,1.13,1,7.3
9/1/16 7:30,9/1/16 7:42,4.58,5,18.36
9/1/16 7:31,9/1/16 7:42,5.84,1,22.56
9/1/16 7:32,9/1/16 7:39,2.35,2,11.76
9/1/16 7:32,9/1/16 7:42,3.1,1,14.3
9/1/16 7:33,9/1/16 7:48,5.1,2,21.3
9/1/16 7:34,9/1/16 7:41,1.55,1,8.3
9/1/16 7:35,9/1/16 7:38,1,1,5.8
9/1/16 7:36,9/1/16 7:41,1.56,2,7.3
9/1/16 7:37,9/1/16 7:50,6.23,1,23.8
9/1/16 7:38,9/1/16 7:41,0.96,1,6.96
9/1/16 7:38,9/1/16 7:53,8.24,1,30.34
9/1/16 7:39,9/1/16 7:46,2.61,1,9.8
9/1/16 7:40,9/1/16 7:53,5.8,2,23.75
9/1/16 7:41,9/1/16 7:46,1.1,1,8.15
9/1/16 7:41,9/1/16 7:46,1.75,1,7.8
9/1/16 7:42,9/1/16 7:48,1.3,1,8.75
9/1/16 7:44,9/1/16 8:08,7.28,1,25.8
9/1/16 7:44,9/1/16 7:50,1.74,2,8.3
9/1/16 7:44,9/1/16 8:08,14.2,1,44.3
9/1/16 7:46,9/1/16 7:56,2.5,1,12.95
9/1/16 7:46,9/1/16 8:02,4.9,1,22.3
9/1/16 7:47,9/1/16 7:55,1.55,6,8.3
9/1/16 7:47,9/1/16 7:57,3.3,1,11.8
9/1/16 7:48,9/1/16 7:53,1,1,7.56
9/1/16 7:49,9/1/16 8:01,3.7,1,15.95
9/1/16 7:50,9/1/16 8:11,9.36,1,29.3
9/1/16 7:51,9/1/16 7:58,1.3,1,8.8
9/1/16 7:51,9/1/16 7:56,0.69,1,6.96
9/1/16 7:52,9/1/16 8:00,1.03,1,8.8
9/1/16 7:53,9/1/16 7:58,1.2,1,6.8
9/1/16 7:54,9/1/16 7:57,1.13,3,6.96
9/1/16 7:54,9/1/16 7:57,0.7,1,6.4
9/1/16 7:55,9/1/16 8:08,4.7,1,18.95
9/1/16 7:56,9/1/16 8:14,5.05,1,17.8
9/1/16 7:57,9/1/16 8:01,0.87,1,6.3
9/1/16 7:57,9/1/16 8:02,0.99,1,5.8
9/1/16 7:58,9/1/16 8:00,0.37,1,5.07
9/1/16 7:59,9/1/16 8:01,0.43,1,5.3
9/1/16 8:00,9/1/16 8:04,1,1,8.3
9/1/16 8:01,9/1/16 8:02,0.54,5,4.3
9/1/16 8:02,9/1/16 8:12,3,1,15.95
9/1/16 8:02,9/1/16 8:09,1.11,1,9.36
9/1/16 8:03,9/1/16 8:07,1.47,2,7.3
9/1/16 8:04,9/1/16 8:12,1.42,1,9.75
9/1/16 8:05,9/1/16 8:09,1.1,1,7.55
9/1/16 8:06,9/1/16 8:12,1.2,1,7.3
9/1/16 8:07,9/1/16 8:13,0.9,1,9.3
9/1/16 8:08,9/1/16 8:16,1.22,2,7.8
9/1/16 8:08,9/1/16 8:14,1.6,1,9.35
9/1/16 8:10,9/1/16 8:14,0.9,1,8.3
9/1/16 8:10,9/1/16 8:14,0.94,1,6.96
9/1/16 8:11,9/1/16 8:15,0.8,1,7.8
9/1/16 8:12,9/1/16 8:20,2.25,1,9.8
9/1/16 8:13,9/1/16 8:27,6.18,1,23.3
9/1/16 8:14,9/1/16 8:16,0.43,1,6.24
9/1/16 8:14,9/1/16 8:51,13.8,1,58.3
9/1/16 8:15,9/1/16 8:31,5.16,3,21.36
9/1/16 8:15,9/1/16 8:17,0.6,1,5.15
9/1/16 8:16,9/1/16 8:24,1.2,1,7.8
9/1/16 8:17,9/1/16 8:30,3.57,1,14.3
9/1/16 8:18,9/1/16 8:25,2.28,1,11.76
9/1/16 8:19,9/1/16 8:31,2.34,1,11.3
9/1/16 8:19,9/1/16 8:24,1.3,1,7.3
9/1/16 8:20,9/1/16 8:29,1.6,1,10.3
9/1/16 8:21,9/1/16 8:25,0.66,1,6.62
9/1/16 8:22,9/1/16 8:37,5.86,1,23.76
9/1/16 8:22,9/1/16 8:28,0.9,1,6.3
9/1/16 8:23,9/1/16 8:28,0.98,6,7.8
9/1/16 8:24,9/1/16 8:29,1.13,1,6.8
9/1/16 8:25,9/1/16 8:35,2.8,4,11.8
9/1/16 8:25,9/1/16 8:36,2.3,1,12.3
9/1/16 8:26,9/1/16 8:40,3.75,5,16.8
9/1/16 8:27,9/1/16 9:03,27.65,1,73.8
9/1/16 8:27,9/1/16 8:32,1.1,1,7.8
9/1/16 8:28,9/1/16 8:39,5.23,1,19.3
9/1/16 8:29,9/1/16 8:31,0.95,5,7.25
9/1/16 8:29,9/1/16 8:38,1.92,1,9.3
9/1/16 8:30,9/1/16 8:36,1.3,1,8.4
9/1/16 8:31,9/1/16 8:36,0.72,1,7.56
9/1/16 8:31,9/1/16 8:37,1.2,1,8.3
9/1/16 8:32,9/1/16 8:45,2.7,1,12.3
9/1/16 8:33,9/1/16 8:41,1.35,1,9.96
9/1/16 8:33,9/1/16 8:41,1.9,1,11
9/1/16 8:34,9/1/16 8:45,4.6,1,19.55
9/1/16 8:35,9/1/16 8:39,0.5,1,5.3
9/1/16 8:36,9/1/16 8:47,2.41,3,13.56
9/1/16 8:36,9/1/16 8:42,1.39,1,9.36
9/1/16 8:37,9/1/16 8:41,0.8,1,6.8
9/1/16 8:38,9/1/16 8:45,1.94,2,10.56
9/1/16 8:38,9/1/16 8:49,2.3,1,11.3
9/1/16 8:39,9/1/16 8:46,1.46,5,9.96
9/1/16 8:40,9/1/16 8:45,0.99,1,8.16
9/1/16 8:40,9/1/16 8:51,2.6,1,14.16
9/1/16 8:41,9/1/16 8:51,1.75,1,11.76
9/1/16 8:41,9/1/16 8:46,0.8,1,5.8
9/1/16 8:42,9/1/16 9:06,13.39,1,79.56
9/1/16 8:42,9/1/16 8:44,0.51,1,4.8
9/1/16 8:43,9/1/16 8:46,0.68,1,6.36
9/1/16 8:43,9/1/16 8:58,3.58,2,14.3
9/1/16 8:44,9/1/16 8:50,0.9,1,6.8
9/1/16 8:45,9/1/16 8:49,1.4,2,8.15
9/1/16 8:45,9/1/16 8:54,2.3,1,12.35
9/1/16 8:46,9/1/16 9:13,13.2,1,39.3
9/1/16 8:46,9/1/16 9:09,7.23,1,31.62
9/1/16 8:47,9/1/16 8:53,1.2,2,8.58
9/1/16 8:47,9/1/16 9:00,2.7,1,12.8
9/1/16 8:48,9/1/16 8:49,0.3,1,3.8
9/1/16 8:48,9/1/16 8:50,0.4,1,5.38
9/1/16 8:49,9/1/16 8:53,1.32,1,8.5
9/1/16 8:49,9/1/16 9:00,2,1,12.35
9/1/16 8:50,9/1/16 8:55,1.2,1,7.3
9/1/16 8:50,9/1/16 9:14,11.53,1,44.34
9/1/16 8:50,9/1/16 8:53,0.56,1,4.8
9/1/16 8:51,9/1/16 9:14,13.5,2,37.8
9/1/16 8:51,9/1/16 8:55,1.28,1,6.3
9/1/16 8:52,9/1/16 9:01,2.52,1,12.36
9/1/16 8:52,9/1/16 8:58,1.21,2,6.8
9/1/16 8:53,9/1/16 9:11,4,1,16.3
9/1/16 8:53,9/1/16 9:04,1.96,1,12.96
9/1/16 8:54,9/1/16 9:05,5.6,1,17.8
9/1/16 8:54,9/1/16 8:58,1.4,1,8.15
9/1/16 8:55,9/1/16 9:07,1.74,1,12
9/1/16 8:55,9/1/16 9:26,11.5,1,36.8
9/1/16 8:56,9/1/16 9:12,3.3,1,19.85
9/1/16 8:56,9/1/16 9:04,1.4,1,10.37
9/1/16 8:57,9/1/16 9:15,4.98,1,21.96
9/1/16 8:57,9/1/16 9:12,6.15,6,19.8
9/1/16 8:58,9/1/16 9:07,1.5,1,11.15
9/1/16 8:58,9/1/16 9:10,2.5,1,14.12
9/1/16 8:59,9/1/16 8:59,0,2,6.8
9/1/16 8:59,9/1/16 9:04,0.77,1,7.3
9/1/16 9:00,9/1/16 9:15,4.79,1,17.3
9/1/16 9:00,9/1/16 9:13,4,1,18.55
9/1/16 9:01,9/1/16 9:16,2.93,6,15.96
9/1/16 9:01,9/1/16 9:13,3.02,1,14
9/1/16 9:02,9/1/16 9:11,1.4,1,8.8
9/1/16 9:03,9/1/16 9:10,1.29,6,7.8
9/1/16 9:03,9/1/16 9:14,2.74,1,11.8
9/1/16 9:04,9/1/16 9:12,2.14,1,10.3
9/1/16 9:04,9/1/16 9:08,1.4,1,8.15
9/1/16 9:05,9/1/16 9:12,1.6,1,8.3
9/1/16 9:05,9/1/16 9:11,1.14,2,7.3
9/1/16 9:06,9/1/16 9:10,0.8,1,6.95
9/1/16 9:06,9/1/16 9:14,2,2,11.6
9/1/16 9:07,9/1/16 9:11,1,1,6.3
9/1/16 9:07,9/1/16 9:16,1.84,5,9.8
9/1/16 9:08,9/1/16 9:18,3.5,1,13.8
9/1/16 9:08,9/1/16 9:19,2.4,2,11.3
9/1/16 9:09,9/1/16 9:13,0.9,1,6.8
9/1/16 9:09,9/1/16 9:12,0.31,1,5.16
9/1/16 9:10,9/1/16 9:13,0.7,1,5.3
9/1/16 9:10,9/1/16 9:18,1.5,1,8.3
9/1/16 9:11,9/1/16 9:27,5.14,2,23.5
9/1/16 9:11,9/1/16 9:23,2.51,1,12.8
9/1/16 9:12,9/1/16 9:20,1.27,2,8.3
9/1/16 9:12,9/1/16 9:14,0.46,1,4.3
9/1/16 9:13,9/1/16 9:20,2,1,10.3
9/1/16 9:13,9/1/16 9:23,1.2,1,9.8
9/1/16 9:14,9/1/16 9:16,0.9,1,6.3
9/1/16 9:14,9/1/16 9:18,0.7,1,5.3
9/1/16 9:15,9/1/16 9:19,0.9,2,5.8
9/1/16 9:15,9/1/16 9:36,5.14,5,21.8
9/1/16 9:15,9/1/16 10:08,32,1,63.34
9/1/16 9:16,9/1/16 9:19,0.5,1,6.8
9/1/16 9:16,9/1/16 9:41,10.5,1,37.84
9/1/16 9:17,9/1/16 9:22,1.36,5,7.3
9/1/16 9:18,9/1/16 9:24,1.7,2,10.35
9/1/16 9:18,9/1/16 9:23,0.63,1,5.3
9/1/16 9:19,9/1/16 9:29,2.24,2,12.88
9/1/16 9:19,9/1/16 9:23,0.8,1,5.8
9/1/16 9:19,9/1/16 9:32,2.9,1,15.36
9/1/16 9:20,9/1/16 9:28,2.07,2,10.3
9/1/16 9:20,9/1/16 9:46,17.9,2,63.36
9/1/16 9:21,9/1/16 9:24,0.67,5,5.3
9/1/16 9:21,9/1/16 9:25,1.24,6,7.88
9/1/16 9:22,9/1/16 9:33,2.1,2,13.3
9/1/16 9:22,9/1/16 9:29,2.1,1,9.3
9/1/16 9:22,9/1/16 9:23,0.3,1,4.56
9/1/16 9:23,9/1/16 9:29,0.96,1,6.8
9/1/16 9:23,9/1/16 9:31,1.7,1,8.8
9/1/16 9:24,9/1/16 9:29,1.5,1,7.8
9/1/16 9:24,9/1/16 9:38,6.6,2,24.95
9/1/16 9:25,9/1/16 9:32,1.3,2,9.3
9/1/16 9:25,9/1/16 9:32,1.57,1,8.3
9/1/16 9:26,9/1/16 9:35,1.08,1,8.3
9/1/16 9:26,9/1/16 9:35,1.63,5,10.8
9/1/16 9:27,9/1/16 9:42,2.9,1,16.55
9/1/16 9:27,9/1/16 9:33,1,1,5.8
9/1/16 9:27,9/1/16 9:31,1.04,1,7.56
9/1/16 9:28,9/1/16 9:30,0.59,1,5.76
9/1/16 9:28,9/1/16 9:31,0.5,1,4.8
9/1/16 9:29,9/1/16 9:34,2,1,10
9/1/16 9:29,9/1/16 9:33,1.2,1,7
9/1/16 9:30,9/1/16 9:32,0.56,1,5.76
9/1/16 9:30,9/1/16 9:38,1.64,5,9.96
9/1/16 9:31,9/1/16 9:43,2.4,1,11.8
9/1/16 9:31,9/1/16 9:35,0.8,1,6.95
9/1/16 9:31,9/1/16 9:37,0.7,1,7.3
9/1/16 9:32,9/1/16 9:50,3.6,1,17.05
9/1/16 9:32,9/1/16 9:44,1.87,2,12.88
9/1/16 9:33,9/1/16 9:42,2.05,3,12.25
9/1/16 9:33,9/1/16 9:50,3.9,1,18.3
9/1/16 9:34,9/1/16 9:48,5.06,5,21.96
9/1/16 9:34,9/1/16 9:48,3,1,16.56
9/1/16 9:35,9/1/16 9:41,1,1,8.15
9/1/16 9:35,9/1/16 9:42,1.6,1,7.8
9/1/16 9:35,9/1/16 9:39,0.8,2,5.8
9/1/16 9:36,9/1/16 9:41,0.9,1,7.55
9/1/16 9:37,9/1/16 9:42,1.04,1,7.56
9/1/16 9:37,9/1/16 9:46,1.81,1,11.3
9/1/16 9:37,9/1/16 9:44,1.73,5,8.8
9/1/16 9:38,9/1/16 9:46,1.41,1,9.3
9/1/16 9:38,9/1/16 9:43,0.3,1,5.8
9/1/16 9:38,9/1/16 9:52,5.09,1,17.3
9/1/16 9:39,9/1/16 9:45,1.34,1,7.8
9/1/16 9:39,9/1/16 9:47,1.66,1,8.8
9/1/16 9:40,9/1/16 9:50,1.8,1,10.3
9/1/16 9:40,9/1/16 9:41,0.2,1,3.8
9/1/16 9:40,9/1/16 9:49,1.2,2,8.3
9/1/16 9:41,9/1/16 9:47,0.9,2,8.15
9/1/16 9:41,9/1/16 9:55,2.3,1,14.15
9/1/16 9:42,9/1/16 9:54,2.5,2,14.75
9/1/16 9:42,9/1/16 9:55,2.74,2,12.3
9/1/16 9:42,9/1/16 9:46,0.9,1,6.95
9/1/16 9:43,9/1/16 10:02,5.7,2,19.8
9/1/16 9:43,9/1/16 9:51,1.65,1,10.56
9/1/16 9:43,9/1/16 9:58,2.63,1,16.62
9/1/16 9:44,9/1/16 9:47,0.8,1,6.4
9/1/16 9:44,9/1/16 9:59,3.4,1,17.15
9/1/16 9:45,9/1/16 9:48,0.8,1,5.8
9/1/16 9:45,9/1/16 9:47,0.3,1,5.3
9/1/16 9:45,9/1/16 9:48,0.5,1,4.8
9/1/16 9:46,9/1/16 9:54,3.05,1,14.75
9/1/16 9:46,9/1/16 9:56,2.02,2,9.8
9/1/16 9:46,9/1/16 9:52,0.95,1,6.3
9/1/16 9:47,9/1/16 9:53,1.8,1,10.55
9/1/16 9:47,9/1/16 10:01,3.11,1,14.3
9/1/16 9:47,9/1/16 10:05,4.4,2,20.15
9/1/16 9:48,9/1/16 9:53,1.1,1,6.8
9/1/16 9:48,9/1/16 10:03,3.75,2,18.5
9/1/16 9:48,9/1/16 9:58,1.88,2,9.3
9/1/16 9:49,9/1/16 9:54,1,1,7.3
9/1/16 9:49,9/1/16 9:58,3.6,1,14.3
9/1/16 9:49,9/1/16 9:55,1.59,1,9.96
9/1/16 9:50,9/1/16 10:08,3.3,1,18.96
9/1/16 9:50,9/1/16 9:56,0.78,2,8.16
9/1/16 9:50,9/1/16 9:56,1.07,2,6.8
9/1/16 9:51,9/1/16 9:55,0.7,2,5.8
9/1/16 9:51,9/1/16 9:58,1.22,1,7.8
9/1/16 9:51,9/1/16 9:57,1.19,1,6.8
9/1/16 9:52,9/1/16 10:01,2.5,1,13.55
9/1/16 9:52,9/1/16 9:55,0.8,1,6.8
9/1/16 9:53,9/1/16 9:56,0.9,1,5.3
